id,name,image,symbol,companyName,founded,price,beta,volAvg,mktCap,lastDiv,range,changes,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
461,Debeka,Debeka_image.png,NONE,Debeka,1905,,,,,,,,,,,,,,,,"Die Debeka-Gruppe ist ein deutsches Versicherungsunternehmen mit Sitz in Koblenz. Sie ist einer der größten Versicherungsvereine auf Gegenseitigkeit in Deutschland und bietet eine breite Palette von Versicherungs- und Finanzdienstleistungen an. Die Geschichte der Debeka reicht bis ins Jahr 1905 zurück, als sie als Beamtenkrankenkasse gegründet wurde. Heute ist die Debeka in verschiedenen Versicherungssparten tätig und genießt einen soliden Ruf in der Branche.",Uwe Laue,,,,,,,,,,,,False,False,False,False,False
462,Axa Konzern AG,Axa_Konzern_AG_image.png,NONE,Axa Konzern AG,1996,,,,,,,,,,,,,,,,Die Axa Konzern AG ist ein führendes Versicherungsunternehmen mit Schwerpunkt auf Lebensversicherungen und Vermögensverwaltung. Das Unternehmen wurde 1996 gegründet und hat sich seitdem zu einem wichtigen Akteur im Versicherungsmarkt entwickelt. Mit einer starken Marktposition und einem breiten Produktangebot bietet die Axa Konzern AG ihren Kunden umfassende Versicherungslösungen und Finanzdienstleistungen.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
463,Versicherungskammer Bayern,Versicherungskammer_Bayern_image.png,NONE,Versicherungskammer Bayern,1811,,,,,,,,,,,,,,,,Die Versicherungskammer Bayern ist der größte öffentliche Versicherer Deutschlands und bietet ein breites Spektrum an Versicherungs- und Vorsorgelösungen für Privat- und Firmenkunden. Das Unternehmen hat eine lange Geschichte und eine starke Marktposition in Bayern und darüber hinaus. Wichtige Fakten sind unter anderem die hohe Kundenzufriedenheit und die vielfältigen Versicherungsprodukte.,Herr Vorname Nachname,,,,,,,,,,,,False,False,False,False,False
464,HUK-Coburg,HUK-Coburg_image.png,NONE,HUK-Coburg,1933,,,,,,,,,,,,,,,,Die HUK-Coburg ist eine deutsche Versicherungsgruppe mit Hauptsitz in Coburg. Das Unternehmen wurde 1933 gegründet und ist auf Versicherungsprodukte für Privatpersonen und Unternehmen spezialisiert. Die HUK-Coburg ist bekannt für ihre Kfz-Versicherungen und zählt zu den größten Versicherern in Deutschland.,Wolfgang Weiler,,,,,,,,,,,,False,False,False,False,False
465,Signal Iduna Gruppe,Signal_Iduna_Gruppe_image.png,NONE,Signal Iduna Gruppe,1907,,,,,,,,,,,,,,,,"Die Signal Iduna Gruppe ist ein deutscher Versicherungskonzern mit Sitz in Dortmund. Das Unternehmen bietet eine breite Palette von Versicherungs- und Finanzdienstleistungen für Privat- und Geschäftskunden an. Gegründet im Jahr 1907, hat sich die Signal Iduna Gruppe zu einem der führenden Versicherungsunternehmen in Deutschland entwickelt und genießt einen guten Ruf für Zuverlässigkeit und Kundenservice.",Dr. Markus Faulhaber,,,,,,,,,,,,False,False,False,False,False
466,Zurich Gruppe Deutschland,Zurich_Gruppe_Deutschland_image.png,NONE,Zurich Gruppe Deutschland,1872,,,,,,,,,,,,,,,,"Die Zurich Gruppe Deutschland ist ein führender Anbieter von Versicherungs- und Vorsorgelösungen. Das Unternehmen hat eine lange Geschichte und ist für seine starke Marktposition bekannt. Mit einem breiten Angebot an Versicherungsprodukten bedient die Zurich Gruppe Deutschland Kunden in verschiedenen Bereichen. Wichtige Fakten über das Unternehmen sind seine Innovationskraft, Kundennähe und Zuverlässigkeit.",Mario Greco,,,,,,,,,,,,False,False,False,False,False
467,AachenMünchener,AachenMünchener_image.png,NONE,AachenMünchener,1825,,,,,,,,,,,,,,,,"Die AachenMünchener ist ein deutsches Versicherungsunternehmen mit Sitz in Aachen. Das Unternehmen bietet eine breite Palette von Versicherungsprodukten für Privat- und Geschäftskunden an. Gegründet im Jahr 1825, hat sich die AachenMünchener zu einem der führenden Versicherer in Deutschland entwickelt. Mit einer starken Marktposition und einem Fokus auf Kundenzufriedenheit ist die AachenMünchener bekannt für ihre Zuverlässigkeit und Innovation.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
468,DKV Deutsche Krankenversicherung,DKV_Deutsche_Krankenversicherung_image.png,NONE,DKV Deutsche Krankenversicherung,1927,,,,,,,,,,,,,,,,"Die DKV Deutsche Krankenversicherung ist ein führender Anbieter von Krankenversicherungen in Deutschland. Das Unternehmen wurde im Jahr 1927 gegründet und hat sich im Laufe der Jahre als vertrauenswürdiger Partner im Gesundheitswesen etabliert. Die DKV bietet eine breite Palette von Krankenversicherungsprodukten für Privatpersonen und Unternehmen an und ist bekannt für ihren exzellenten Kundenservice und innovative Lösungen. Mit einer starken Marktposition und einem engagierten Team ist die DKV bestrebt, die Gesundheitsversorgung in Deutschland zu verbessern.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
469,Alte Leipziger,Alte_Leipziger_image.png,NONE,Alte Leipziger,1858,,,,,,,,,,,,,,,,"Die Alte Leipziger ist ein traditionsreiches deutsches Versicherungsunternehmen mit Schwerpunkt auf Lebensversicherungen und Altersvorsorge. Gegründet im Jahr 1858, hat sich das Unternehmen als einer der führenden Anbieter in Deutschland etabliert. Mit einer breiten Produktpalette und einem starken Fokus auf Kundenzufriedenheit ist die Alte Leipziger bekannt für ihre Zuverlässigkeit und Finanzstärke.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
470,Gothaer Versicherungsbank,Gothaer_Versicherungsbank_image.png,NONE,Gothaer Versicherungsbank,1820,,,,,,,,,,,,,,,,"Die Gothaer Versicherungsbank ist ein deutsches Versicherungsunternehmen mit Sitz in Köln. Das Unternehmen wurde im Jahr 1820 gegründet und hat sich auf verschiedene Versicherungsdienstleistungen spezialisiert. Die Gothaer Versicherungsbank ist bekannt für ihre langjährige Geschichte, ihre starke Marktposition und ihre innovativen Versicherungsprodukte.",,,,,,,,,,,,,False,False,False,False,False
471,Wüstenrot & Württembergische,Wüstenrot_&_Württembergische_image.png,NONE,Wüstenrot & Württembergische,1999,,,,,,,,,,,,,,,,"Wüstenrot & Württembergische ist ein deutscher Finanzdienstleistungskonzern mit Schwerpunkt auf Versicherungen und Bausparverträgen. Das Unternehmen hat eine lange Geschichte, die bis ins 19. Jahrhundert zurückreicht. Es zählt zu den führenden Anbietern in Deutschland und bietet eine breite Palette von Finanzprodukten an. Wüstenrot & Württembergische ist bekannt für seine Zuverlässigkeit und Kundenorientierung.",Dr. Alexander Erdland,,,,,,,,,,,,False,False,False,False,False
472,Continentale Krankenversicherung,Continentale_Krankenversicherung_image.png,NONE,Continentale Krankenversicherung,1892,,,,,,,,,,,,,,,,"Die Continentale Krankenversicherung ist ein deutsches Versicherungsunternehmen, das sich auf Krankenversicherungen spezialisiert hat. Das Unternehmen wurde im Jahr 1892 gegründet und hat sich seitdem zu einem bedeutenden Akteur im deutschen Versicherungsmarkt entwickelt. Die Continentale Krankenversicherung zeichnet sich durch ihre langjährige Erfahrung, ihre kundenorientierten Versicherungslösungen und ihre starke Marktposition aus.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
473,LVM Versicherung,LVM_Versicherung_image.png,NONE,LVM Versicherung,1903,,,,,,,,,,,,,,,,"Die LVM Versicherung ist ein deutsches Versicherungsunternehmen mit Sitz in Münster. Das Unternehmen wurde 1903 gegründet und ist auf verschiedene Versicherungsdienstleistungen spezialisiert, darunter Lebensversicherungen, Sachversicherungen und Krankenversicherungen. Die LVM Versicherung hat eine starke Marktposition in Deutschland und ist bekannt für ihren kundenorientierten Service und ihre langjährige Erfahrung in der Versicherungsbranche.",Dr. Ralf Kantak,,,,,,,,,,,,False,False,False,False,False
474,Nürnberger Versicherung,Nürnberger_Versicherung_image.png,NONE,Nürnberger Versicherung,1884,,,,,,,,,,,,,,,,"Die Nürnberger Versicherung ist ein deutsches Versicherungsunternehmen mit Sitz in Nürnberg. Das Unternehmen wurde 1884 gegründet und hat sich auf verschiedene Versicherungslösungen für Privat- und Geschäftskunden spezialisiert. Die Nürnberger Versicherung hat eine starke Marktposition in Deutschland und bietet eine breite Palette von Versicherungsprodukten an, darunter Lebensversicherungen, Krankenversicherungen, Sachversicherungen und mehr.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
475,SV SparkassenVersicherung,SV_SparkassenVersicherung_image.png,NONE,SV SparkassenVersicherung,1999,,,,,,,,,,,,,,,,"Die SV SparkassenVersicherung ist ein Versicherungsunternehmen, das eng mit Sparkassen zusammenarbeitet. Das Unternehmen bietet eine breite Palette von Versicherungsprodukten für Privat- und Geschäftskunden an. Mit einer langen Geschichte im Versicherungswesen und einer starken Marktposition ist die SV SparkassenVersicherung ein vertrauenswürdiger Partner für Versicherungslösungen.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
476,Provinzial NordWest,Provinzial_NordWest_image.png,NONE,Provinzial NordWest,1836,,,,,,,,,,,,,,,,Die Provinzial NordWest ist ein Versicherungsunternehmen mit Hauptsitz in Münster. Das Unternehmen wurde 1836 gegründet und ist einer der führenden Anbieter von Versicherungslösungen in Deutschland. Die Provinzial NordWest hat eine starke Marktposition im Bereich der Sach- und Personenversicherungen und bietet eine breite Palette von Versicherungsprodukten für Privat- und Geschäftskunden an.,Herr Dr. Wolfgang Breuer,,,,,,,,,,,,False,False,False,False,False
477,DEVK Versicherungen,DEVK_Versicherungen_image.png,NONE,DEVK Versicherungen,1886,,,,,,,,,,,,,,,,Die DEVK Versicherungen ist ein deutsches Versicherungsunternehmen mit Sitz in Köln. Das Unternehmen wurde im Jahr 1886 gegründet und hat sich auf verschiedene Versicherungsprodukte für Privat- und Geschäftskunden spezialisiert. Die DEVK ist bekannt für ihre kundenorientierte Servicequalität und ihre langjährige Erfahrung in der Versicherungsbranche.,Herr Wolfgang Hans-Karl,,,,,,,,,,,,False,False,False,False,False
478,Apple,Apple_image.png,AAPL,Apple Inc.,1976,,,,,,,,,,,,,,,,"Apple Inc. ist ein weltweit führender Technologiekonzern, der für seine Hardwareprodukte wie iPhone, iPad, Mac und Apple Watch sowie für Softwarelösungen wie iOS und macOS bekannt ist. Das Unternehmen wurde 1976 von Steve Jobs, Steve Wozniak und Ronald Wayne gegründet und hat sich seitdem zu einem der wertvollsten Unternehmen der Welt entwickelt. Apple ist für sein innovatives Design, seine Benutzerfreundlichkeit und sein starkes Marketing bekannt.",Tim Cook,,,,,,,,,,,1980-12-12T00:00:00,False,False,True,False,False
479,NVIDIA,NVIDIA_image.png,NVDA,NVIDIA Corporation,1993,,,,,,,,,,,,,,,,"NVIDIA Corporation ist ein führender Hersteller von Grafikprozessoren und Chipsätzen für PCs, Konsolen und mobile Geräte. Das Unternehmen wurde 1993 gegründet und hat sich als einer der wichtigsten Akteure im Bereich der künstlichen Intelligenz und des maschinellen Lernens etabliert. NVIDIA ist bekannt für seine Innovationen in den Bereichen Gaming, autonomes Fahren und High-Performance Computing.",Jensen Huang,,,,,,,,,,,,False,False,True,False,False
480,Microsoft,Microsoft_image.png,MSFT,Microsoft Corporation,1975,,,,,,,,,,,,,,,,"Microsoft Corporation ist ein weltweit führender Technologiekonzern mit Schwerpunkt auf Softwareentwicklung, Cloud-Services und Hardwareproduktion. Das Unternehmen wurde 1975 von Bill Gates und Paul Allen gegründet und hat sich seitdem zu einem der wertvollsten Unternehmen der Welt entwickelt. Microsoft ist bekannt für Produkte wie Windows-Betriebssysteme, Office-Anwendungen, Azure-Cloud-Services und Surface-Geräte. Mit einer starken Marktposition und kontinuierlicher Innovation bleibt Microsoft ein wichtiger Akteur in der Technologiebranche.",Satya Nadella,,,,,,,,,,,1986-03-13T00:00:00,False,False,True,False,False
481,Amazon,Amazon_image.png,AMZN,"Amazon.com, Inc.",1994,,,,,,,,,,,,,,,,"Amazon.com, Inc. ist ein weltweit führendes Technologieunternehmen, das sich auf E-Commerce, Cloud-Computing, künstliche Intelligenz und digitale Streaming-Services spezialisiert hat. Gegründet von Jeff Bezos, hat sich Amazon zu einem der wertvollsten Unternehmen der Welt entwickelt und spielt eine bedeutende Rolle im globalen Einzelhandel und der digitalen Wirtschaft.",Jeff Bezos,,,,,,,,,,,1997-05-15T00:00:00,False,False,True,False,False
482,Alphabet,Alphabet_image.png,NONE,Alphabet,1998,,,,,,,,,,,,,,,,"Alphabet Inc. ist ein multinationales Technologieunternehmen, das sich auf Internetdienste und Produkte spezialisiert hat. Das Unternehmen ist bekannt für seine Suchmaschine Google, das Betriebssystem Android, die Videoplattform YouTube und weitere innovative Technologien. Alphabet wurde 1998 von Larry Page und Sergey Brin gegründet und hat sich zu einem der weltweit führenden Unternehmen im Bereich der digitalen Technologie entwickelt.",Sundar Pichai,,,,,,,,,,,2004-08-19T00:00:00,False,False,True,False,False
483,Meta Platforms,Meta_Platforms_image.png,META,Meta Platforms,2004,,,,,,,,,,,,,,,,"Meta Platforms, Inc. ist ein amerikanisches Technologieunternehmen, das sich auf soziale Medien und Technologien zur Informationsverbreitung konzentriert. Das Unternehmen wurde 2004 gegründet und ist bekannt für seine Plattformen wie Facebook, Instagram und WhatsApp. Meta Platforms hat eine starke Marktposition im Bereich der sozialen Medien und bietet seinen Nutzern weltweit verschiedene Kommunikations- und Informationsdienste.",Mark Zuckerberg,,,,,,,,,,,2012-05-18T00:00:00,False,False,True,False,False
484,Tesla,Tesla_image.png,TSLA,"Tesla, Inc.",2003,,,,,,,,,,,,,,,,"Tesla, Inc. ist ein amerikanisches Unternehmen, das sich auf Elektrofahrzeuge, Batteriespeicher und Solarenergieprodukte spezialisiert hat. Gegründet im Jahr 2003 von Elon Musk, ist Tesla bekannt für seine innovativen Technologien und hat eine starke Marktposition im Bereich der Elektromobilität. Das Unternehmen hat in den letzten Jahren ein starkes Wachstum verzeichnet und gilt als Vorreiter in der Entwicklung nachhaltiger Transportlösungen.",Elon Musk,,,,,,,,,,,,False,False,True,False,False
485,Tencent,Tencent_image.png,TCEHY,Tencent Holdings Limited,1998,,,,,,,,,,,,,,,,"Tencent ist ein chinesisches Technologieunternehmen, das sich auf Internetdienste und Produkte spezialisiert hat. Das Unternehmen wurde im Jahr 1998 gegründet und hat sich zu einem der größten Technologiekonzerne der Welt entwickelt. Tencent ist bekannt für seine Messaging-App WeChat und sein Engagement in den Bereichen Gaming, Social Media, E-Commerce und Cloud-Services. Das Unternehmen hat eine starke Marktposition in China und international.",Pony Ma,,,,,,,,,,,,False,False,True,False,False
486,Taiwan Semiconductor Manufacturing,Taiwan_Semiconductor_Manufacturing_image.png,NONE,Taiwan Semiconductor Manufacturing,1987,,,,,,,,,,,,,,,,Taiwan Semiconductor Manufacturing ist das weltweit größte unabhängige Halbleiterunternehmen und ein führender Anbieter von fortschrittlichen integrierten Schaltkreisen. Das Unternehmen wurde 1987 gegründet und hat sich seitdem als Schlüsselakteur in der Halbleiterbranche etabliert. Mit modernsten Fertigungstechnologien und einer starken Marktposition beliefert TSMC Kunden weltweit mit hochwertigen Halbleiterlösungen.,C.C. Wei,,,,,,,,,,,,False,False,False,False,False
487,Eli Lilly,Eli_Lilly_image.png,LLY,Eli Lilly and Company,1876,,,,,,,,,,,,,,,,"Eli Lilly and Company ist ein weltweit tätiges Pharmaunternehmen, das sich auf die Entwicklung und Vermarktung von Arzneimitteln in den Bereichen Onkologie, Diabetes, Immunologie und andere medizinische Gebiete spezialisiert hat. Das Unternehmen wurde 1876 gegründet und hat sich zu einem der führenden Akteure in der Pharmaindustrie entwickelt.",David A. Ricks,,,,,,,,,,,,False,False,True,False,False
488,Broadcom,Broadcom_image.png,AVGO,Broadcom Inc.,1961,,,,,,,,,,,,,,,,"Broadcom Inc. ist ein weltweit führender Anbieter von Halbleiter- und Infrastrukturlösungen für verschiedene Branchen, darunter Datenzentren, Netzwerke, Telekommunikation, und mehr. Das Unternehmen hat eine lange Geschichte in der Technologiebranche und ist bekannt für seine Innovationskraft und Marktführerschaft. Broadcom ist an der NASDAQ gelistet und hat seinen Hauptsitz in Kalifornien, USA.",Hock E. Tan,,,,,,,,,,,,False,False,True,False,False
489,Walmart,Walmart_image.png,WMT,Walmart Inc.,1962,,,,,,,,,,,,,,,,"Walmart Inc. ist ein multinationaler Einzelhandelskonzern, der eine Vielzahl von Waren und Dienstleistungen anbietet. Das Unternehmen wurde 1962 gegründet und hat sich zu einem der größten Einzelhändler der Welt entwickelt. Walmart ist bekannt für sein breites Sortiment, seine Wettbewerbsfähigkeit bei Preisen und seine Präsenz in verschiedenen Ländern. Der Konzern hat eine starke Marktposition und ist ein wichtiger Akteur im globalen Einzelhandelsmarkt.",Doug McMillon,,,,,,,,,,,,False,False,True,False,False
490,JPMorgan Chase,JPMorgan_Chase_image.png,JPM,JPMorgan Chase & Co.,2000,,,,,,,,,,,,,,,,"JPMorgan Chase & Co. ist ein weltweit führendes Finanzdienstleistungsunternehmen mit Hauptsitz in New York City. Das Unternehmen bietet eine Vielzahl von Finanzdienstleistungen, darunter Investmentbanking, Vermögensverwaltung, Kreditkarten und Privatkundengeschäfte. JPMorgan Chase ist bekannt für seine globale Präsenz, seine Innovationskraft und seine führende Position in der Branche.",Jamie Dimon,,,,,,,,,,,,False,False,True,False,False
491,UnitedHealth Group,UnitedHealth_Group_image.png,NONE,UnitedHealth Group,1977,,,,,,,,,,,,,,,,"Die UnitedHealth Group ist ein führendes Unternehmen im Gesundheitswesen, das eine Vielzahl von Gesundheitsdienstleistungen anbietet. Gegründet im Jahr 1977, hat sich das Unternehmen zu einem der größten und angesehensten Akteure in der Branche entwickelt. Mit einer starken Marktposition und einem breiten Leistungsspektrum ist die UnitedHealth Group bekannt für ihre Innovationskraft und ihren Einsatz für die Verbesserung des Gesundheitswesens. Das Unternehmen bietet Krankenversicherungen, medizinische Versorgung, Apothekenleistungen und Technologielösungen an.",David S. Wichmann,,,,,,,,,,,,False,False,False,False,False
492,Visa,Visa_image.png,V,Visa Inc.,1958,,,,,,,,,,,,,,,,"Visa Inc. ist ein globales Zahlungstechnologieunternehmen, das es Einzelpersonen, Unternehmen, Regierungen und Finanzinstituten ermöglicht, elektronische Zahlungen durchzuführen. Das Unternehmen bietet eine Vielzahl von Zahlungslösungen an und ist bekannt für seine Kredit- und Debitkartenprodukte. Visa hat eine starke Marktposition im Bereich der bargeldlosen Zahlungen und ist weltweit anerkannt.",Alfred F. Kelly Jr.,,,,,,,,,,,2008-03-19T00:00:00,False,False,True,False,False
493,Exxon Mobil,Exxon_Mobil_image.png,XOM,Exxon Mobil Corporation,1870,,,,,,,,,,,,,,,,"Exxon Mobil Corporation ist ein multinationales Energieunternehmen mit Schwerpunkt auf Öl- und Gasexploration, Produktion, Raffinerie und Vermarktung. Das Unternehmen hat eine lange Geschichte und ist einer der größten integrierten Energiekonzerne der Welt. Exxon Mobil ist bekannt für seine Marktposition und Innovationen in der Branche.",Darren W. Woods,,,,,,,,,,,,False,False,True,False,False
494,Oracle,Oracle_image.png,ORCL,Oracle Corporation,1977,,,,,,,,,,,,,,,,Oracle Corporation ist ein weltweit führender Anbieter von Unternehmenssoftware und Cloud-Lösungen. Das Unternehmen wurde 1977 gegründet und hat sich im Laufe der Jahre zu einem der größten Softwareunternehmen der Welt entwickelt. Oracle bietet eine breite Palette von Produkten und Dienstleistungen für Unternehmen jeder Größe und Branche an. Mit innovativen Technologien und einem starken Fokus auf Forschung und Entwicklung ist Oracle ein wichtiger Akteur im globalen Technologiemarkt.,Safra Catz,,,,,,,,,,,,False,False,True,False,False
495,Mastercard,Mastercard_image.png,MA,Mastercard Incorporated,1996,,,,,,,,,,,,,,,,"Mastercard Incorporated ist ein globales Technologieunternehmen, das sich auf die Zahlungsbranche spezialisiert hat. Das Unternehmen bietet innovative Zahlungslösungen für Verbraucher, Unternehmen und Regierungen weltweit an. Mit einer langen Geschichte in der Finanzbranche und einer starken Marktposition ist Mastercard einer der führenden Anbieter von Zahlungsdienstleistungen. Zu den wichtigen Fakten gehören eine hohe Marktkapitalisierung, kontinuierliche Innovationen und eine starke internationale Präsenz.",Michael Miebach,,,,,,,,,,,,False,False,True,False,False
496,Costco Wholesale,Costco_Wholesale_image.png,COST,Costco Wholesale,1976,,,,,,,,,,,,,,,,"Costco Wholesale Corporation ist ein multinationales Einzelhandelsunternehmen, das sich auf den Betrieb von Mitgliederlagerhäusern spezialisiert hat. Das Unternehmen bietet eine breite Palette von Produkten an, darunter Lebensmittel, Haushaltswaren, Elektronik, Kleidung und mehr. Costco ist bekannt für sein Geschäftsmodell, das auf der Mitgliedschaft basiert und es den Kunden ermöglicht, in großen Mengen zu günstigen Preisen einzukaufen. Das Unternehmen hat eine starke Marktposition im Einzelhandel und ist für seine qualitativ hochwertigen Produkte und exzellenten Kundenservice bekannt.",W. Craig Jelinek,,,,,,,,,,,,False,False,True,False,False
497,Home Depot,Home_Depot_image.png,HD,"The Home Depot, Inc.",1978,,,,,,,,,,,,,,,,"The Home Depot, Inc. ist ein amerikanisches Einzelhandelsunternehmen, das sich auf den Verkauf von Baumaterialien und Heimwerkerbedarf spezialisiert hat. Das Unternehmen wurde 1978 gegründet und hat sich zu einem der größten Einzelhändler in den USA entwickelt. Mit einer breiten Produktpalette, einem starken Markenimage und einer landesweiten Präsenz ist The Home Depot ein führender Anbieter für Heimwerker und Bauunternehmer.",Craig Menear,,,,,,,,,,,,False,False,True,False,False
498,Procter & Gamble,Procter_&_Gamble_image.png,PG,Procter & Gamble,1837,,,,,,,,,,,,,,,,"Die Procter & Gamble Company ist ein multinationales Konsumgüterunternehmen mit Schwerpunkt auf Haushalts- und Körperpflegeprodukte. Das Unternehmen wurde 1837 gegründet und hat eine starke Marktposition in verschiedenen Produktkategorien. Zu den bekannten Marken gehören Pampers, Gillette, Ariel und Oral-B.",David S. Taylor,,,,,,,,,,,,False,False,True,False,False
499,Alibaba,Alibaba_image.png,BABA,Alibaba Group Holding Limited,1999,,,,,,,,,,,,,,,,"Alibaba Group Holding Limited ist ein chinesisches multinationales Technologieunternehmen, das sich auf E-Commerce, Einzelhandel, Internet und Technologie spezialisiert hat. Das Unternehmen wurde im Jahr 1999 von Jack Ma gegründet und hat sich zu einem der weltweit größten E-Commerce-Unternehmen entwickelt. Alibaba ist bekannt für seine Online-Marktplätze, Cloud-Computing-Services und Zahlungsdienste. Es hat eine starke Marktposition in China und expandiert zunehmend in andere Länder.",Daniel Zhang,,,,,,,,,,,,False,False,True,False,False
500,Berkshire Hathaway,Berkshire_Hathaway_image.png,BRK.A,Berkshire Hathaway,1839,,,,,,,,,,,,,,,,"Berkshire Hathaway ist eine US-amerikanische Holdinggesellschaft, die in verschiedenen Branchen tätig ist, darunter Versicherungen, Eisenbahnverkehr, Energie, Einzelhandel und Finanzdienstleistungen. Das Unternehmen wurde 1839 gegründet und wird von Warren Buffett geleitet. Berkshire Hathaway ist bekannt für seine langfristige Anlagestrategie und seine Beteiligungen an bekannten Marken. Es zählt zu den größten und erfolgreichsten Unternehmen der Welt.",Warren Buffett,,,,,,,,,,,,False,False,True,False,False
501,China Mobile,China_Mobile_image.png,CHL,China Mobile Limited,1997,,,,,,,,,,,,,,,,China Mobile Limited ist ein chinesisches Telekommunikationsunternehmen mit Hauptsitz in Hongkong. Das Unternehmen ist einer der größten Mobilfunkanbieter der Welt und bietet eine breite Palette von Telekommunikationsdiensten an. China Mobile hat eine starke Marktposition in China und expandiert auch international.,Yang Jie,,,,,,,,,,,,False,False,True,False,False
502,Netflix,Netflix_image.png,NFLX,Netflix Inc.,1997,,,,,,,,,,,,,,,,Netflix Inc. ist ein führender Anbieter von Streaming-Diensten für Filme und Fernsehsendungen. Das Unternehmen wurde 1997 gegründet und hat sich seitdem zu einem der bekanntesten Namen im Unterhaltungssektor entwickelt. Netflix bietet eine Vielzahl von Inhalten in verschiedenen Genres an und ist für seine Originalproduktionen wie 'Stranger Things' und 'The Crown' bekannt. Mit Millionen von Abonnenten weltweit ist Netflix eine treibende Kraft in der digitalen Unterhaltungsbranche.,Reed Hastings,,,,,,,,,,,,False,False,True,False,False
503,Johnson & Johnson,Johnson_&_Johnson_image.png,JNJ,Johnson & Johnson,1886,,,,,,,,,,,,,,,,"Johnson & Johnson ist ein weltweit führendes Unternehmen im Bereich der Gesundheitsversorgung. Das Unternehmen ist bekannt für seine vielfältigen Produkte in den Bereichen Pharma, Medizinprodukte und Konsumgüter. Johnson & Johnson hat eine lange Geschichte der Innovation und ist in vielen Märkten weltweit gut positioniert. Zu den wichtigen Fakten zählen die kontinuierliche Forschung und Entwicklung neuer Medikamente sowie die starke Markenpräsenz.",Alex Gorsky,,,,,,,,,,,,False,False,False,False,False
504,Bank of America,Bank_of_America_image.png,BAC,Bank of America,1998,,,,,,,,,,,,,,,,"Die Bank of America Corporation ist ein US-amerikanisches multinationales Finanzdienstleistungsunternehmen mit Hauptsitz in Charlotte, North Carolina. Das Unternehmen ist eines der größten Bankinstitute der Vereinigten Staaten und bietet eine Vielzahl von Finanzprodukten und -dienstleistungen für Privatpersonen, Unternehmen und Institutionen an. Die Bank of America hat eine lange Geschichte, die bis ins 18. Jahrhundert zurückreicht. Sie ist in verschiedenen Finanzbereichen tätig, darunter Retail Banking, Asset Management, Investment Banking und Kreditkarten. Die Bank of America spielt eine bedeutende Rolle im globalen Finanzmarkt und ist bekannt für ihre Innovationen und ihre starke Marktposition.",Brian Moynihan,,,,,,,,,,,,False,False,True,False,False
505,Ginkgo Bioworks,Ginkgo_Bioworks_image.png,NONE,Ginkgo Bioworks,2008,,,,,,,,,,,,,,,,"Ginkgo Bioworks ist ein biotechnologisches Unternehmen, das sich auf die Gestaltung von Mikroorganismen für verschiedene Anwendungen in den Bereichen Gesundheit, Ernährung, Landwirtschaft und Industrie spezialisiert hat. Das Unternehmen wurde 2008 gegründet und hat sich zu einem führenden Akteur in der Synthetischen Biologie entwickelt. Ginkgo Bioworks arbeitet mit Kunden aus verschiedenen Branchen zusammen, um maßgeschneiderte Mikroben zu entwickeln, die komplexe Probleme lösen können.",Reshma Shetty,,,,,,,,,,,,False,False,False,False,False
506,Novo Nordisk,Novo_Nordisk_image.png,NONE,Novo Nordisk,1923,,,,,,,,,,,,,,,,"Novo Nordisk ist ein dänisches multinationales Pharmaunternehmen, das sich auf die Herstellung von Diabetesmedikamenten spezialisiert hat. Das Unternehmen wurde 1923 gegründet und hat sich zu einem der weltweit führenden Anbieter von Diabetesbehandlungen entwickelt. Novo Nordisk ist bekannt für seine Innovationen im Bereich der Insulintherapie und hat eine starke Marktposition in der Diabetesbranche. Zu den wichtigen Fakten gehören die kontinuierliche Forschung und Entwicklung neuer Medikamente sowie das Engagement für die Verbesserung der Lebensqualität von Menschen mit Diabetes.",Lars Fruergaard Jørgensen,,,,,,,,,,,,False,False,False,False,False
507,AbbVie,AbbVie_image.png,ABBV,AbbVie Inc.,2013,,,,,,,,,,,,,,,,"AbbVie ist ein globales biopharmazeutisches Unternehmen, das sich auf die Erforschung, Entwicklung und Vermarktung von Therapien in den Bereichen Immunologie, Onkologie, Neurologie und weitere medizinische Fachgebiete spezialisiert hat. Das Unternehmen entstand 2013 als Abspaltung von Abbott Laboratories und hat sich seitdem als führender Anbieter von innovativen Medikamenten etabliert.",Richard A. Gonzalez,,,,,,,,,,,,False,False,False,False,False
